Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
5fb6011aa56d353b27d2a304,Carolans Irish Cream,,,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,750ml,,,,,,,shopify,29,deny,manual,15.39,15.38,TRUE,TRUE,8.11E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5e31796d7789822adc88f29f/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6011aa56d353b27d2a304,,,,,,,,,1L,,,,,,,shopify,1,deny,manual,21.99,,TRUE,TRUE,8.11E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb6011aa56d353b27d2a304,,,,,,,,,1.75L,,,,,,,shopify,0,deny,manual,31.89,,TRUE,TRUE,8.11E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb602c5a56d353b27d37bcd,Cinzano Extra Dry Vermouth,"A fresh, awakening aroma of mint, sage and oregano, with a hint of spice and wine notes
A pleasant herbal, mouth-warming flavour which is dry and offers a crisp, mildly bitter finish",Cinzano,,"spirits, vermouth","spirits, vermouth, vermouth",TRUE,SIZE,1L,,,,,,,shopify,2,deny,manual,9.89,7.33,TRUE,TRUE,86785900209,https://d3omj40jjfp5tk.cloudfront.net/products/615b03d571bdb674368f4c90/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603d0a56d353b27d403d7,Glengoyne 12 Years Old Cask Strg,,,,"alcohol, spirits, scotch","alcohol, spirits, scotch, scotch",TRUE,SIZE,750ml,,,,,,,shopify,25,deny,manual,60.49,43.46,TRUE,TRUE,5.01E+12,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6040ca56d353b27d41f11,Simi Cabernet Sauvignon,"Reflecting SIMI Winery's spirit of always striving and constantly evolving, SIMI Sonoma County Cabernet Sauvignon Red Wine offers balanced flavors of the esteemed Sonoma County vineyards. This red California wine opens with aromas of blackberry and plum. Each sip of this SIMI wine features red and black fruit flavors of black plum and cherry, smooth tannins, and soft spice that give way to a supple, velvety finish. Aged for 14 months in French and American oak barrels, this aromatic red grape wine's lingering taste brings out the best flavors of savory dishes like roast duck and lamb, grilled steaks with roasted mushrooms, and Tuscan meatballs. Store and serve this bottle of red wine at room temperature for best taste.",Simi,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,166,deny,manual,19.79,14,TRUE,TRUE,88415780557,https://d3omj40jjfp5tk.cloudfront.net/products/60947bd03bd4d230ad3ea19f/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60167a56d353b27d2ca4b,Brugal Añejo Rum,"The nose is full of caramel and dark brown sugar, buttery toffee and a little spice with pepper and vanilla. The palate is smooth and rich and rather dry with buttery spice notes and dark sugar, a little oak. The finish is of good length with dark sugar.",Brugal,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,750ml,,,,,,,shopify,12,deny,manual,20.89,16.81,TRUE,TRUE,8.12E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5f613b74a3649433d6f3a538/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60167a56d353b27d2ca4b,,,,,,,,,1L,,,,,,,shopify,61,deny,manual,24.19,,TRUE,TRUE,8.12E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60167a56d353b27d2ca4b,,,,,,,,,1.75L,,,,,,,shopify,0,deny,manual,31.89,,TRUE,TRUE,8.12E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640e725e06dea8111e910567,Bellissima Rose Zero Suga,,Bellissima,,"alcohol, wine, rose","alcohol, wine, rose, rose",TRUE,SIZE,750ml,,,,,,,shopify,8,deny,manual,19.79,10,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60237a56d353b27d3320b,Virgil Kaine Bourbon Robber Barron Single,"Rewriting whiskey history one sip at a time. Putting taste above all else, this bold flavored, yet always inviting creation has the spice of a high-rye mash bill with a dash of sweetness. Built on rich layers of spices and citrus, it’s mellow, smooth and well balanced. It’ll stand its ground mixed in craft cocktails and dyed-in-the-wool rye drinkers love it straight up. Finished with notes of sherry and port casks.",Virgil Kaine,,"alcohol, spirits, whiskey","alcohol, spirits, whiskey, whiskey",TRUE,SIZE,750ml,,,,,,,shopify,4,deny,manual,32.99,25.59,TRUE,TRUE,8.60E+11,https://d3omj40jjfp5tk.cloudfront.net/products/576aa5d169702d11b4570000/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60380a56d353b27d3da53,Askalon Traditional Brandy,"“This fine aged Brandy is produced from carefully selected Trebbiano grapes. It is distilled to concentrate its flavor, then aged for three years in the finest oak casks where the Brandy develops its golden amber color. Askalon Brandy is smooth and mellow with subtle dried fruit aromas and a lingering finish.”",,,"alcohol, spirits, brandy, kosher","alcohol, spirits, brandy, kosher, brandy, kosher",TRUE,SIZE,750ml,,,,,,,shopify,15,deny,manual,25.29,17.74,TRUE,TRUE,87752017050,https://d3omj40jjfp5tk.cloudfront.net/products/5f06cd5cca0da8685ffc5aaf/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
6403e07811fc9a694bcb557d,Austin Cocktails Triple Sec Bergamot Orange & Lime Sparkling Margarita,"A spin on a classic margarita with a sparkling twist - Austin Cocktails Sparkling Bergamot Orange Margarita combines a full-bodied, blanco tequila with a floral, winter grown Italian bergamot orange that is more sour than sweet.",Austin Cocktails,,"alcohol, spirits, cocktail","alcohol, spirits, cocktail, cocktail",TRUE,SIZE,250ml,,,,,,,shopify,8,deny,manual,3.84,2.67,TRUE,TRUE,8.54E+11,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
62842f5b21279231a2c92fd8,Pour,,,,", ",", , ",TRUE,SIZE,1oz,,,,,,,shopify,92,deny,manual,1.09,0.34,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6014ba56d353b27d2bb8f,El Dorado Port Mourant Single Still,"Using molasses from coveted Demerara sugar which is exclusively grown in an equatorial river basin below sea level, El Dorado and Diamond Reserve are produced at Diamond Distillers Limited (DDL), the last Demerara rum distillery in Guyana, and by extension, the world. Operating since 1670, Demerara Distillers now use the oldest functioning stills in the world, all completely different in composition and size, yielding entirely different distillates that lead to the complexity for which these rums are known. Similarly to cognac, the age on a bottle of Demerara rum indicates the youngest spirit found in the bottle. From the lightly aged Diamond Reserve White Rum, to the charcoal-filtered El Dorado 3 Year, to the decadence of the El Dorado 21 Year Special Reserve, to the exotic, Caribbean aromas of the Spiced Rum, there is a rum here for everyone!",El Dorado Rum,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,750ml,,,,,,,shopify,6,deny,manual,93.49,67,TRUE,TRUE,7.12E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5e336ff49b3bf4637bc904c6/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60137a56d353b27d2affb,Relax Riesling,"It's time for a bit of R&R-- Rest and Relax Riesling. Harvested from the vineyards of the Mosel wine region, these Riesling grapes are cold fermented in stainless steel tanks to bring a natural acidity to the wine. On the palate expect intense flavors of apples and peaches with a hint of citrus that pairs well with a variety of dishes.<br /><br />Notes: Semi-sweet, light-bodied. Aromas and flavors of peach, citrus and nectarine<br />Pairings: Swordfish, Thai food, blue cheese<br />Serving Suggestions: Chilled<br />Region: Germany<br />Alcohol Content: 9.5%",,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,1.5L,,,,,,,shopify,119,deny,manual,18.69,14.25,TRUE,TRUE,88474007459,https://d3omj40jjfp5tk.cloudfront.net/products/60a03a168c374f7fab3afa2a/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60124a56d353b27d2a7c9,Flowers Sonoma Coast Chardonnay,"Extremely aromatic and floral with citrus peel and rose petal aromas. The oak is restrained and in the background. On the palate, one finds tropical and citrus flavors with lead to crisp and refreshing acidity.",,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,750ml,,,,,,,shopify,15,deny,manual,46.19,29.48,TRUE,TRUE,8.59E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5c96b85f5a5c2c404870d602/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6038aa56d353b27d3e02b,Tomintoul Scotch Single Malt 21 Year,"Nose : Bold And Rich With Aromas Of Treacle Toffees, Oat Biscuits And Sultana Highlighted With Hints Of Muscovado Sugar And Toasted Oak.

Palate : Sweet And Complex With Layers Of Salted Caramel, Rolling Tobacco, Carmalised Niuts And Maple Syrup Bound With Oaky Spices And Stone Fruit Highlights.

Finish : Warming And Long With Notes Of Coffee Cake, Creme Caramel And Burnt Sugar.",Tomintoul,,"alcohol, spirits, scotch, single malt, whiskey","alcohol, spirits, scotch, single malt, whiskey, scotch, single malt, whiskey",TRUE,SIZE,750ml,,,,,,,shopify,5,deny,manual,241.99,199.83,TRUE,TRUE,7.93E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5f073cde388cd641e03ce220/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603e2a56d353b27d40b5e,Fernet-Branca Amaro Liqueur,"The world’s leading Amaro brand, this gold-medal, award-winning spirit contains 27 herbs and spices from 4 continents and still uses the same 175-year-old secret recipe first created by the Branca family in 1845.

With almost no sugar, its complex, bitter yet balanced flavor profile reveals notes of mint, ginger, rhubarb, and chamomile. A bartender’s favorite, Fernet-Branca is the perfect herbal modifier for a variety of classic cocktails such as the Manhattan, Negroni, and Collins.",Fernet Branca,,"alcohol, spirits, amaro, liqueur","alcohol, spirits, amaro, liqueur, amaro, liqueur",TRUE,SIZE,750ml,,,,,,,shopify,4,deny,manual,36.29,26.49,TRUE,TRUE,84105307509,https://d3omj40jjfp5tk.cloudfront.net/products/60ed910941d21c39d26fc1ad/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602c1a56d353b27d37a11,Bartenura Asti,Light semi sweet sparkler.,Bartenura,,"alcohol, wine, kosher, white","alcohol, wine, kosher, white, kosher, white",TRUE,SIZE,750ml,,,,,,,shopify,59,deny,manual,15.39,10.25,TRUE,TRUE,87752001141,https://d3omj40jjfp5tk.cloudfront.net/products/5f073284388cd641e03ce020/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
602315958f7b0f21039abbff,Masson Brd Peacch,,,,"alcohol, spirits, brandy","alcohol, spirits, brandy, brandy",TRUE,SIZE,375ml,,,,,,,shopify,48,deny,manual,6.59,4.85,TRUE,TRUE,25840000041,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602a9a56d353b27d36ead,Baron Herzog Special Reserve Pinot Noir Edna Val,,Baron Herzog,,"alcohol, wine, kosher, red","alcohol, wine, kosher, red, kosher, red",TRUE,SIZE,750ml,,,,,,,shopify,13,deny,manual,35.19,26.33,TRUE,TRUE,87752011027,https://d3omj40jjfp5tk.cloudfront.net/products/60401dd554a4874d71fe65e9/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60245a56d353b27d33a49,Diora La Petite Grace Pinot Noir,"Dark ruby in the glass, aromas of dark cherries and raspberry mingle with nuances of licorice. Soft and velvety, robust with a voluptuous and full-bodied mouthfeel, the palate unfolds with decadent layers of intense chocolate-covered dark red cherries, and a delicate hint of wild sage. A long, lingering finish instills a lasting impression of rich, concentrated flavors. 

Richly flavored and full-bodied, this Pinot Noir does not shy away from heartier fare. Serve with a dry-rubbed porterhouse steak, roast duck – the pairings are endless.",,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,31,deny,manual,16.49,13.34,TRUE,TRUE,82242013079,https://d3omj40jjfp5tk.cloudfront.net/products/5fd06c5d82c6b0388c94ad4d/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
63752dbeec47781ea765e2a8,Mal Guel Flavor Soju Passion Fruit,,,,", ",", , ",TRUE,SIZE,375ml,,,,,,,shopify,27,deny,manual,4.39,3.12,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
6040216b9b37ef1f6d85d819,Jam Jar Sweet Rose Western Cape South Africa,"Lively with summer strawberry flavors and luscious hints of cotton candy, lemon and green melon.",,,"alcohol, wine, rose","alcohol, wine, rose, rose",TRUE,SIZE,750ml,,,,,,,shopify,132,deny,manual,8.79,5,TRUE,TRUE,7.56E+11,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
614fa184afb7e63a74b6c847,Woodbridge by Robert Mondavi Pinot Noir Red Wine,"The bright aromas of our Pinot Noir lead with strawberry and cherry notes accented by hints of spice and toast. Round on the palate with a full finish, this wine displays rich, fruit-forward flavors, and a touch of toasty oak. Enjoy this versatile wine with light red meats, pork chops, or tortellini in a creamy tomato sauce. Share this 3L box wine with friends and family.",Woodbridge Box,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,62,deny,manual,6.59,14.67,TRUE,TRUE,86003003392,https://d3omj40jjfp5tk.cloudfront.net/products/61ae46ec23dd2529ad3322e3/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
614fa184afb7e63a74b6c847,,,,,,,,,1.5L,,,,,,,shopify,62,deny,manual,12.09,,TRUE,TRUE,86003003408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614fa184afb7e63a74b6c847,,,,,,,,,3L,,,,,,,shopify,5,deny,manual,19.79,,TRUE,TRUE,86003820937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112bf7c675f57648935740a,Clase Azul Gold,,Clase Azul,,"alcohol, spirits, tequila","alcohol, spirits, tequila, tequila",TRUE,SIZE,750ml,,,,,,,shopify,29,deny,manual,364.99,240,TRUE,TRUE,,https://d3omj40jjfp5tk.cloudfront.net/products/61218c848607807ce0110dce/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6038ba56d353b27d3e095,Smirnoff Orange Twist Vodka,,Smirnoff,,"alcohol, spirits, vodka","alcohol, spirits, vodka, vodka",TRUE,SIZE,1L,,,,,,,shopify,33,deny,manual,19.79,14.99,TRUE,TRUE,82000006237,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602f9a56d353b27d396b2,Baileys Minis Irish Cream Liqueur The Original,Perfect for the fridge. Contains 4 generous servings 4 x 100 ml. Colored with caramel. 17% alc. by vol. 34 proof. Product of Ireland.,Baileys,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,100ml,,,,,,,shopify,2,deny,manual,4.39,3.48,TRUE,TRUE,86767701367,https://d3omj40jjfp5tk.cloudfront.net/products/567037c97562755050300400/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
60247bf73f199354aed9ad28,Bacardi F Lime,,Bacardi,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,1.7L,,,,,,,shopify,11,deny,manual,24.19,18.83,TRUE,TRUE,26512000062,https://d3omj40jjfp5tk.cloudfront.net/products/604e59640a17866b7f9e49ef/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
60247bf73f199354aed9ad28,,,,,,,,,1.75L,,,,,,,shopify,6,deny,manual,24.19,,TRUE,TRUE,26512000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb602a8a56d353b27d36e62,Ruffino Chianti Superiore DOCG,"Ruffino Superiore Chianti Red Wine is an intensely flavorful and medium-bodied red wine blend containing sangiovese, cabernet sauvignon and merlot red grape varieties. This red blend showcases rich flavors of plum, dark cherry and blueberry with hints of black pepper and spice. Steady-yet-elegant tannins and a lingering finish match perfectly with the fruity body of this Italian wine. Each bottle of this Ruffino wine contains grapes from the highly sought-after sub-regions of Valdarno and Monteriggioni in Chianti. Extended grape skin contact continues for seven days to enhance this wine's rich color and flavors. After malolactic fermentation adds smooth, velvety characteristics, this chianti wine ages for at least seven months in concrete and stainless steel vats, with an additional two months of bottle aging. Pair a glass of this fine wine with Italian sausage, lasagna or meatball sliders. Keep at room temperature then serve cool at around 60 degrees for optimal taste. Please enjoy our wines responsibly. © 2021 Ruffino Import Company, Rutherford, CA",Ruffino,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,53,deny,manual,10.99,7.37,TRUE,TRUE,83085903046,https://d3omj40jjfp5tk.cloudfront.net/products/610c46f6dccfdf7f50a95003/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603ada56d353b27d3f182,Licor 43 Cuarenta Y Tres Vodka,,Gekkeikan,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,1L,,,,,,,shopify,12,deny,manual,32.99,24.5,TRUE,TRUE,29929115404,https://d3omj40jjfp5tk.cloudfront.net/products/5820fcd7d96a807171fb9586/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6039ca56d353b27d3e7cc,Papi Merlot,"<b>Country: Chile</b>
 
 <div>Merlot is a perfect match for beef and other medium-heavy dishes. It pairs wonderfully with rich, red pasta sauces, pork, turkey, beef, veal, pheasant, and garden salads. Merlot is also an excellent compliment to chocolate.</div>",,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,19,deny,manual,6.59,4.67,TRUE,TRUE,8.95E+11,https://d3omj40jjfp5tk.cloudfront.net/products/579750ba69702d49bcff0100/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6025fa56d353b27d34861,Absolut Vodka,"Absolut Vodka is a Swedish vodka made exclusively from natural ingredients, and it doesn’t contain any added sugar. Rich, full-bodied and complex, yet smooth and mellow with a distinct character of grain, followed by a hint of dried fruit.",Absolut Vodka,,"spirits, alcohol, vodka","spirits, alcohol, vodka, vodka",TRUE,SIZE,50ml,,,,,,,shopify,711,deny,manual,1.64,15.2,TRUE,TRUE,8.35E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5d409ded1327e6141e17e7d8/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6025fa56d353b27d34861,,,,,,,,,200ml,,,,,,,shopify,96,deny,manual,8.79,,TRUE,TRUE,87000001749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb6025fa56d353b27d34861,,,,,,,,,750ml,,,,,,,shopify,100,deny,manual,16.99,,TRUE,TRUE,8.35E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb6025fa56d353b27d34861,,,,,,,,,1L,,,,,,,shopify,84,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150e0fc44e86127bad6ddb0,Smirnoff Kissed Caramel Vodka,"Whether you sip it on the rocks or with soda and a twist, Smirnoff Kissed Caramel is the perfect addition to a cocktail party. Our 60 proof vodka is infused with the confectionery taste of salted caramel for a sweet finish. Triple distilled and 10 times filtered, our caramel specialty spirit is smooth enough to be taken alone or to add a delicious kick to your favorite mixed drink. Simply mix with apple cider and pour over ice for a sweet and aromatic cocktail. Includes one 60 proof 1 L bottle of Smirnoff Kissed Caramel. Please drink responsibly.",Smirnoff,,"alcohol, spirits, vodka","alcohol, spirits, vodka, vodka",TRUE,SIZE,1L,,,,,,,shopify,5,deny,manual,19.79,14.99,TRUE,TRUE,82000759621,https://d3omj40jjfp5tk.cloudfront.net/products/609477723bd4d230ad3e5490/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
631cf68e346a502014fb8095,Cazadores Cocktail Paloma Rtd,CAZADORES PALOMA 1.75L,Cazadores,,"alcohol, spirits, cocktail","alcohol, spirits, cocktail, cocktail",TRUE,SIZE,1.75L,,,,,,,shopify,4,deny,manual,21.99,16.66,TRUE,TRUE,80480987596,https://d3omj40jjfp5tk.cloudfront.net/products/642dacb4a52bb178052eb306/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb68bff35caf439a52f8864,Alfasi Cabernet Sauvignon Reserve Valle Del Maule,"Rich blackberry and anise flavors, full bodied with a pleasant lingering finish.

Full flavored beef, duck, or chicken dishes, as well as pizza and cheese.",Alfasi,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,2,deny,manual,6.99,5.77,TRUE,TRUE,87752006078,https://d3omj40jjfp5tk.cloudfront.net/products/575692d669702d05af270000/original.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
61995d65bc3eb46e44c089b3,High West Midwinter Dram 98.42,,High West,,"alcohol, spirits, bourbon","alcohol, spirits, bourbon, bourbon",TRUE,SIZE,750ml,,,,,,,shopify,9,deny,manual,329.99,70,TRUE,TRUE,,https://d3omj40jjfp5tk.cloudfront.net/products/61a2abfe2ccb05460ee9fc55/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb601f3a56d353b27d31074,Stolichnaya Chocolat Kokonut Vodka,,Stoli,,"alcohol, spirits, vodka","alcohol, spirits, vodka, vodka",TRUE,SIZE,1L,,,,,,,shopify,748,deny,manual,10.99,6.99,TRUE,TRUE,83664872749,https://d3omj40jjfp5tk.cloudfront.net/products/57b17be869702d0197ef0200/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6028aa56d353b27d35eab,Malibu Coconut Rum Liqueur 48p,,Malibu,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,750ml,,,,,,,shopify,78,deny,manual,23.09,18.39,TRUE,TRUE,86767513069,https://d3omj40jjfp5tk.cloudfront.net/products/57745f5069702d7ae0741500/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6041ca56d353b27d42804,Almaden White Zinfandel,"Established in 1852 Alamden wine brings the historically rich taste of California wines right to your table. All because of their attention to detail to making spectacular quality wines that are both delicious and affordable.<p></p> <div> <p><strong>Notes:</strong> Light, fresh with <span>a</span><span>romas and flavors of </span><span>strawberry</span></p> </div> <p><strong>Pairings: </strong>Fettucini Alfredo, antipasto, olives</p> <p><strong>Serving Suggestions: </strong>Chilled</p> <p><strong>Region: </strong>California</p> <p><strong>Alcohol Content:</strong> 12%</p>",Almaden,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,5L,,,,,,,shopify,25,deny,manual,19.79,15.26,TRUE,TRUE,80120281961,https://d3omj40jjfp5tk.cloudfront.net/products/6167d3d2b56937356fa4f2fa/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602e2a56d353b27d38a64,Llord's Anisette Liqueur,"A very sweet, clear anise flavored liqueur made from aniseeds and vodka. The Black Prince Distillery is a privately owned company. We have a long and distinguished history in the liquor industry, both in the United States and abroad, operating as a contract bottler and supplier of a complete line of distilled spirits products.",,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,1L,,,,,,,shopify,12,deny,manual,6.04,4.45,TRUE,TRUE,80853222088,https://d3omj40jjfp5tk.cloudfront.net/products/58b2c5e901ff956011652d3f/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fcbf9bd84174d06b14c8f2e,Sea Sun California Pinot Noir Californa,"Sea Sun celebrates our ongoing exploration of California and its great diversity of land. Our Pinot Noir is sourced from premier coastal regions, with cooling breezes off the Pacific Ocean that balance the bright warmth of the sun. These ideal conditions allow for an extended growing season, enabling us to create a layered wine that holds broad appeal. Strikingly soft, with scents of baked cherries, vanilla and brown spice.",,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,69,deny,manual,17.99,10.19,TRUE,TRUE,7.11E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5f284c13c907c601cd330e37/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602c6a56d353b27d37cf2,Diamond Reserve White Rum Superior Demerara,"<p>The evolution of rum distillation dates back nearly 400 years. Upon arriving in Guyana in 1498, Christopher Columbus began planting the soon-to-be cash crop, sugar cane. 150 years later the Dutch came to Guyana and established the first settlements of Essequibo and Berbice, introducing the cultivation of sugar cane along the coastal plain and the banks of the great rivers.</p>
<p>At its peak Guyana was home to over 300 sugar estates with distilleries, each producing their own signature rums. Over the years these 300 sugar estates were whittled down to one lone estate and distillery, “Plantation Diamond,” located on the east bank of the Demerara River.  The parent company for El Dorado and Diamond Reserve is Demerara Distillers Limited, aka “DDL,”  where Plantation Diamond is located.  They are the only producer of Demerara Rum in the world.</p>
<p>Diamond Reserve is the brand name of DDL’s introductory and lightly aged rums.  The Diamond Reserve brand was created to differentiate between the aged rums of El Dorado (3 years or more) and the introductory spirits produced by DDL.  These rums are designed to mix into cocktails, as well as for sipping on their own.</p>
<p>This lightly aged rum is refined and blended to a smooth perfection, imparting balanced flavors with an exotic freshness.</p>",Diamond Reserve,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,750ml,,,,,,,shopify,6,deny,manual,12.09,8,TRUE,TRUE,7.12E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5a57c13ee5be203219f6face/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
